strain,sex,id,bw,center_time,center_dist,periphery_time,periphery_dist,periphery_dist_pct,activity,lean,rear,jump,defec,groom_freq,groom_dur,groom_bout,task_time_d1,task_time_d2,task_time_d3,task_time_d4,task_time_d5,num_arms_d1,num_arms_d2,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_adj_d3,num_arms_adj_d4,num_arms_adj_d5,num_arms_adj_d3_d5,errors_d1,errors_d2,errors_d3,errors_d4,errors_d5,errors_d3_d5,visit_time_d3,visit_time_d4,visit_time_d5,visit_time_d3_d5,latency_d1,latency_d2,attack_d1,attack_d2,attack_combine,brain_wt,brain_wt_pct,hippocampus_L,hippocampus_R,iipmf_L,iipmf_R,iipmf_pct_L,iipmf_pct_R,iipmf_pct_mean,hilus_L,hilus_R,hilus_pct_L,hilus_pct_R,hilus_pct_mean,supra_L,supra_R,supra_pct_L,supra_pct_R,supra_pct_mean,pyr_L,pyr_R,pyr_pct_L,pyr_pct_R,pyr_pct_mean,oriens_L,oriens_R,oriens_pct_L,oriens_pct_R,oriens_pct_mean,rad_L,rad_R,rad_pct_L,rad_pct_R,rad_pct_mean,lacun_L,lacun_R,lacun_pct_L,lacun_pct_R,lacun_pct_mean
BXD81,f,1571,18.50,42,5019,58,6599,56.80,11618,69,75,4,0,3,18.16,6.053,219,184,137,142,113,4,7,6,5,6,0.7000,-0.3000,0.7000,0.3667,11,8,2,5,3,10,13.70,10.92,10.27,11.63,,,,,,0.4000,2.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD81,f,2224,21.80,25,4145,75,7726,65.08,11871,115,66,252,0,4,11.04,2.760,271,485,284,405,215,7,4,4,5,6,-1.300,-0.3000,0.7000,-0.3000,8,9,7,5,1,13,18.93,31.15,23.89,24.66,,,,,,0.3900,1.789,1392712,1567916.6,38839,38427,2.789,2.451,2.620,144419,171165.6,10.37,10.92,10.64,184429.4,199678.8,13.24,12.74,12.99,229943.4,266440,16.51,16.99,16.75,422020.4,435715,30.30,27.79,29.05,347975.2,416987.8,24.99,26.60,25.79,63924.6,77929.4,4.590,4.970,4.780
BXD81,f,2225,20.50,27,3767,73,6283,62.52,10050,53,22,77,0,12,40.56,3.380,508,369,264,250,307,5,6,6,4,6,0.7000,-1.300,0.7000,0.03333,12,5,3,9,13,25,24,14.71,14.62,17.77,,,,,,0.3800,1.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD81,f,3315,22.80,40,4341,60,4794,52.48,9135,73,91,1,0,1,24.08,24.08,153,215,148,76,103,6,5,5,8,7,-0.3000,2.700,1.700,1.367,7,14,7,0,9,16,9.867,9.500,6.059,8.475,,,,,,0.4600,2.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD81,f,3316,17.40,33,3975,67,4383,52.44,8358,76,90,4,6,25,120.8,4.832,1800,197,338,95,140,4,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,0,9,5,3,8,16,26,8.636,8.750,14.46,,,,,,0.3700,2.126,1889813.4,2125143.6,16033.8,20055.8,0.8484,0.9437,0.8961,200905.8,194987.6,10.63,9.175,9.903,179565.2,212559.2,9.502,10.00,9.752,263114.6,303811.6,13.92,14.30,14.11,762729.2,798285.4,40.36,37.56,38.96,407382.8,514857.2,21.56,24.23,22.89,76115.8,100642.6,4.028,4.736,4.382
BXD81,f,3934,21.30,38,4600,62,5270,53.39,9870,68,46,0,3,3,21.68,7.227,205,292,127,135,119,5,7,7,7,7,1.700,1.700,1.700,1.700,6,1,1,2,3,6,14.11,13.50,10.82,12.81,,,,,,0.4000,1.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD81,f,3935,25.50,39,7068,61,6462,47.76,13530,78,55,6,5,4,23.92,5.980,279,149,130,191,174,5,6,6,6,7,0.7000,0.7000,1.700,1.033,3,5,3,6,7,16,11.82,13.64,11.60,12.35,,,,,,0.4300,1.686,1609897.6,1477823.2,37639.2,28268.6,2.338,1.913,2.125,140557.2,159766.6,8.731,10.81,9.771,193044.8,185027.6,11.99,12.52,12.26,249926.8,209446.4,15.52,14.17,14.85,540568.8,505831,33.58,34.23,33.90,410906.4,353249.2,25.52,23.90,24.71,74893.6,64502.4,4.652,4.365,4.508
BXD81,f,4094,23.30,50,4853,50,3643,42.88,8496,54,112,0,0,12,48.64,4.053,167,119,174,132,120,6,6,5,5,6,-0.3000,-0.3000,0.7000,0.03333,5,3,9,6,5,20,10.24,9.429,9.231,9.632,,,,,,0.4300,1.845,1653083,1936759.2,25041.2,29340.4,1.515,1.515,1.515,194638.8,204975.2,11.77,10.58,11.18,185853.2,233406,11.24,12.05,11.65,225227.6,256461,13.62,13.24,13.43,530410.2,624066.4,32.09,32.22,32.15,428846.2,505280,25.94,26.09,26.02,88107,112570.6,5.330,5.812,5.571
BXD81,f,4095,25.30,47,4232,53,3460,44.98,7692,53,37,0,2,5,37.52,7.504,346,103,110,93,98,4,6,6,7,6,0.7000,1.700,0.7000,1.033,12,2,5,1,2,8,8.462,10.33,9.800,9.532,,,,,,0.4200,1.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD81,m,1942,22.40,34,3929,66,6915,63.77,10844,104,47,0,0,10,56.64,5.664,287,315,216,307,219,6,4,5,4,7,-0.3000,-1.300,1.700,0.03333,14,12,8,21,13,42,13.50,10.59,10.43,11.50,600,600,0,0,0,0.3800,1.696,1677294.2,1654618,16781.4,19347.8,1.001,1.169,1.085,131633.2,121458.6,7.848,7.341,7.594,141181.8,151231.8,8.417,9.140,8.779,248504.6,229024,14.82,13.84,14.33,664235.8,635472.8,39.60,38.41,39.00,419234,428999.4,24.99,25.93,25.46,72504.8,88431.4,4.323,5.345,4.834
BXD81,m,1943,21.50,25,3026,75,7160,70.29,10186,123,8,55,0,3,20.40,6.800,238,855,355,435,205,5,4,4,6,5,-1.300,0.7000,-0.3000,-0.3000,6,22,7,8,6,21,23.67,27.19,14.64,21.83,600,600,0,0,0,0.3600,1.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD81,m,2226,22.80,41,5866,59,6455,52.39,12321,59,24,69,0,9,37.84,4.204,373,284,175,205,166,6,6,6,6,6,0.7000,0.7000,0.7000,0.7000,11,12,2,6,6,14,17.50,14.64,11.86,14.67,600,600,0,0,0,0.4000,1.754,1588648.2,1391751.8,42478.6,41572.4,2.674,2.987,2.830,159955.8,142219.8,10.07,10.22,10.14,196628.8,161466.6,12.38,11.60,11.99,249418,230597.2,15.70,16.57,16.13,507049.4,432673.8,31.92,31.09,31.50,403939,362409.8,25.43,26.04,25.73,71657.2,62384.6,4.511,4.482,4.497
BXD81,m,2227,24.50,34,6016,66,8428,58.35,14444,161,99,48,4,2,1.760,0.8800,342,344,301,213,151,5,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,8,13,9,5,3,17,17.71,16.38,13.73,15.94,600,600,0,0,0,0.4000,1.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD81,m,3317,32.80,38,4396,62,4711,51.73,9107,71,83,0,5,8,97.04,12.13,313,228,200,142,135,4,5,5,5,4,-0.3000,-0.3000,-1.300,-0.6333,11,12,8,8,6,22,12.50,8.875,9.643,10.34,192,162,1,1,1,0.4300,1.311,1986702.8,1992712,14871.4,13618.2,0.7485,0.6834,0.7160,246667,220300.2,12.42,11.06,11.74,189951,187473.4,9.561,9.408,9.485,277381,282850.4,13.96,14.19,14.08,669584.6,649342.4,33.70,32.59,33.14,485246.6,511827.4,24.42,25.68,25.05,117872.6,140918.2,5.933,7.072,6.502
BXD81,m,3318,37,37,4598,63,4980,51.99,9578,70,117,1,3,3,11.84,3.947,213,142,249,168,137,5,6,4,6,6,-1.300,0.7000,0.7000,0.03333,7,3,7,3,6,16,16.60,15.27,9.786,13.89,136,159,1,1,1,0.4700,1.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD81,m,3936,34,47,3791,53,2964,43.88,6755,41,51,0,1,3,21.68,7.227,400,170,223,294,166,5,6,5,5,7,-0.3000,-0.3000,1.700,0.3667,16,2,5,6,4,15,17.15,21,13.83,17.33,600,384,0,1,1,0.4200,1.235,1694834.8,1568288.4,23898.6,23098.2,1.410,1.473,1.441,159584.6,167195.4,9.416,10.66,10.04,189860.4,163247.8,11.20,10.41,10.81,246011.4,248228.4,14.52,15.83,15.17,588624.6,485499,34.73,30.96,32.84,417728,406136,24.65,25.90,25.27,93025.8,97981.8,5.489,6.248,5.868
BXD81,m,3937,30.10,63,4491,37,2084,31.70,6575,23,59,0,7,2,21.44,10.72,327,297,216,154,168,5,5,6,6,6,0.7000,0.7000,0.7000,0.7000,5,8,8,5,5,18,13.50,11.85,12.92,12.76,394,96,1,1,1,0.4400,1.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD81,m,4257,35.40,46,7136,54,5488,43.47,12624,44,116,1,0,2,18.16,9.080,362,161,161,131,176,6,6,7,5,6,1.700,-0.3000,0.7000,0.7000,18,6,7,6,7,20,10.73,9.357,11.73,10.61,474,600,1,0,1,0.4200,1.186,1729040.4,1724621.4,34943.8,35551,2.021,2.061,2.041,180254.6,179685.6,10.43,10.42,10.42,194787.4,210237.6,11.27,12.19,11.73,293406.8,291980,16.97,16.93,16.95,467732.6,489819.2,27.05,28.40,27.73,473037.8,456401.4,27.36,26.46,26.91,119821.2,96497.6,6.930,5.595,6.263
BXD81,m,4258,41.80,49,5827,51,4432,43.20,10259,30,122,0,0,2,12.16,6.080,232,172,143,108,130,6,5,6,7,5,0.7000,1.700,-0.3000,0.7000,5,7,7,2,6,15,9.533,10.80,9.286,9.873,600,219,0,1,1,0.4200,1.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,f,1735,21.40,33,2240,67,6098,73.14,8338,82,17,0,3,4,19.12,4.780,1707,210,170,259,183,3,5,6,6,7,0.7000,0.7000,1.700,1.033,109,6,7,6,1,14,11.33,18.50,20.33,16.72,,,,,,0.3900,1.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,f,1736,21.30,21,1521,79,4628,75.26,6149,41,7,0,6,5,78.96,15.79,430,252,154,170,179,5,7,5,7,4,-0.3000,1.700,-1.300,0.03333,16,8,8,7,7,22,9.625,11.33,11.93,10.96,,,,,,0.3000,1.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,f,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629753,1539153.4,37830,44759,2.321,2.908,2.615,152761,156830.2,9.373,10.19,9.781,189330.2,216118.6,11.62,14.04,12.83,297445,258320.2,18.25,16.78,17.52,451491.4,445713.2,27.70,28.96,28.33,430424.6,368162.2,26.41,23.92,25.17,108300.8,94009,6.645,6.108,6.377
BXD84,f,2185,20.10,15,941,85,4057,81.17,4998,50,4,0,3,7,100.7,14.39,289,187,418,169,146,5,6,5,6,4,-0.3000,0.7000,-1.300,-0.3000,17,7,25,3,9,37,12.67,15.36,8.588,12.21,,,,,,0.3800,1.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,f,2186,21,35,2421,65,4279,63.87,6700,48,2,0,1,2,40.40,20.20,445,462,246,118,177,7,6,5,7,5,-0.3000,1.700,-0.3000,0.3667,27,24,10,2,10,22,13.67,11.80,9.833,11.77,,,,,,0.2800,1.333,2013348.8,1800614.2,18191.6,20200.8,0.9035,1.122,1.013,156538.6,139248.8,7.775,7.733,7.754,197402.2,170842,9.805,9.488,9.646,309705.8,268397.6,15.38,14.91,15.14,728199.2,695720.6,36.17,38.64,37.40,514149,436463.4,25.54,24.24,24.89,107354,89941.8,5.332,4.995,5.164
BXD84,f,4522,20.40,48,3919,52,4187,51.65,8106,34,53,0,1,1,16.88,16.88,408,124,260,247,104,6,7,6,6,7,0.7000,0.7000,1.700,1.033,12,4,3,2,1,6,23.64,24.70,11.56,19.96,,,,,,0.3900,1.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,f,4523,20.60,42,4848,58,6159,55.96,11007,95,85,0,0,2,19.52,9.760,234,192,179,285,67,4,7,5,7,6,-0.3000,1.700,0.7000,0.7000,7,5,9,8,2,19,10.53,17.81,6.700,11.68,,,,,,0.3900,1.893,1348621.4,1307613.4,22681.8,24814.2,1.682,1.898,1.790,129285.6,113608.2,9.587,8.688,9.137,172935.4,158511.2,12.82,12.12,12.47,234281.6,219317.6,17.37,16.77,17.07,367204.6,375013.8,27.23,28.68,27.95,352134.4,354502.4,26.11,27.11,26.61,92779.8,86660.2,6.880,6.627,6.753
BXD84,f,4838,21.60,20,2979,80,5298,64.01,8277,62,37,0,3,6,89.52,14.92,436,374,401,359,596,5,5,6,7,5,0.7000,1.700,-0.3000,0.7000,8,5,3,3,17,23,36.45,32.64,23.84,30.98,,,,,,0.3900,1.806,1150143.6,1355407,20283.2,26052.8,1.764,1.922,1.843,115860.6,154707.6,10.07,11.41,10.74,128819.2,162503.6,11.20,11.99,11.59,180731.2,195988,15.71,14.46,15.09,348726,371729.2,30.32,27.43,28.87,297179,368371.8,25.84,27.18,26.51,78827.6,102106.8,6.854,7.533,7.194
BXD84,f,4839,19.60,53,3317,47,4027,54.83,7344,52,23,0,4,2,31.84,15.92,312,217,306,226,170,5,5,5,6,6,-0.3000,0.7000,0.7000,0.3667,5,6,5,3,4,12,23.54,20.55,14.17,19.42,,,,,,0.3900,1.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,f,4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273524.4,1277313.4,27116.6,18177.8,2.129,1.423,1.776,130036.4,125302.4,10.21,9.810,10.01,168142.2,151827.8,13.20,11.89,12.54,216833,210901,17.03,16.51,16.77,346302.2,365947,27.19,28.65,27.92,333298.4,353208.4,26.17,27.65,26.91,78912.2,70126.8,6.196,5.490,5.843
BXD84,f,4890,20.50,48,2795,52,2980,51.60,5775,37,9,0,3,5,73.68,14.74,305,267,143,356,132,5,5,6,7,7,0.7000,1.700,1.700,1.367,11,11,6,3,1,10,10.21,32.36,14.67,19.08,,,,,,0.3700,1.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,f,4891,20.30,61,3506,39,3085,46.81,6591,35,46,0,0,4,32.72,8.180,184,138,124,156,169,6,5,5,7,5,-0.3000,1.700,-0.3000,0.3667,5,5,4,2,4,10,10.33,15.60,14.08,13.34,,,,,,0.3900,1.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,m,1686,25.50,46,2805,54,3476,55.34,6281,22,1,0,0,7,58.16,8.309,374,337,243,109,106,6,4,6,7,6,0.7000,1.700,0.7000,1.033,17,10,12,4,6,22,12.15,9.083,7.571,9.602,600,600,0,0,0,0.4000,1.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,m,1687,25.40,17,1538,83,6366,80.54,7904,85,1,0,0,7,49.52,7.074,353,383,212,162,193,4,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,8,18,7,6,3,16,14.13,11.57,17.55,14.42,600,56,0,1,1,0.4000,1.575,1529070,1491950.6,36256,29438,2.371,1.973,2.172,151587.2,157139.6,9.914,10.53,10.22,190956.8,192460.8,12.49,12.90,12.69,285845.2,237601,18.69,15.93,17.31,387402.8,416214.8,25.34,27.90,26.62,402870.4,388118.8,26.35,26.01,26.18,110407.6,100415.6,7.221,6.730,6.976
BXD84,m,2187,24.40,36,4274,64,6333,59.71,10607,77,65,0,2,7,37.68,5.383,469,204,183,134,115,5,6,7,7,6,1.700,1.700,0.7000,1.367,32,10,9,6,7,22,10.76,9.571,7.667,9.334,600,276,0,1,1,0.4300,1.762,1610825.4,1406580.2,23391.6,23827,1.452,1.694,1.573,129127.2,133685.6,8.016,9.504,8.760,191217,163190.2,11.87,11.60,11.74,247768.4,203832.4,15.38,14.49,14.94,530850.4,422006.8,32.96,30.00,31.48,421226.2,390377.8,26.15,27.75,26.95,90636.2,93487.4,5.627,6.646,6.137
BXD84,m,2188,23.40,37,3563,63,3578,50.11,7141,67,58,1,3,8,101.0,12.62,171,355,285,100,150,5,6,6,7,6,0.7000,1.700,0.7000,1.033,7,19,15,1,6,22,12.39,11.11,10.71,11.41,600,600,0,0,0,0.3800,1.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,m,4475,23.80,22,1887,78,5719,75.19,7606,74,30,0,1,3,25.44,8.480,582,485,190,442,154,5,7,7,6,5,1.700,0.7000,-0.3000,0.7000,9,6,4,2,5,11,15.83,44.20,11.85,23.96,600,600,0,0,0,0.3900,1.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,m,4476,27.30,33,2669,67,5094,65.62,7763,52,17,0,7,3,15.28,5.093,259,261,213,227,127,3,6,4,5,6,-1.300,-0.3000,0.7000,-0.3000,9,15,5,10,5,20,16.38,12.61,9.769,12.92,211,600,1,0,1,0.4000,1.465,1337950.2,1409022.6,23958.8,31624.4,1.791,2.244,2.018,143565,142406,10.73,10.11,10.42,161512,165020.4,12.07,11.71,11.89,206062.2,213402.6,15.40,15.15,15.27,423164.6,480652.8,31.63,34.11,32.87,330611.4,334294.8,24.71,23.73,24.22,73035,73246,5.459,5.198,5.329
BXD84,m,4525,23.80,36,4716,64,6595,58.31,11311,95,49,2,0,1,11.92,11.92,683,521,116,320,97,6,5,7,6,7,1.700,0.7000,1.700,1.367,23,13,3,7,5,15,10.55,21.33,7.462,13.11,600,600,0,0,0,0.3900,1.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD84,m,4526,25.10,43,4213,57,5425,56.29,9638,74,53,2,0,3,60.72,20.24,137,1800,99,69,87,6,4,6,6,6,0.7000,0.7000,0.7000,0.7000,4,1,4,2,6,12,8.250,6.900,6.214,7.121,578,99,1,1,1,0.3500,1.394,1440020.4,1365377.2,32199,26427,2.236,1.936,2.086,119463.8,127302.8,8.296,9.324,8.810,189016.2,183593.8,13.13,13.45,13.29,217829.4,217056,15.13,15.90,15.51,473435.6,434179.8,32.88,31.80,32.34,360948.4,329992,25.07,24.17,24.62,79327,73252.8,5.509,5.365,5.437
BXD84,m,4842,25,28,2125,72,5730,72.95,7855,83,25,0,3,6,62.64,10.44,474,193,1025,142,192,5,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,17,3,14,5,9,28,46.59,10.92,11.29,22.94,236,600,1,0,1,0.4000,1.600,1396082.8,1336601.4,17045.8,18677.2,1.221,1.397,1.309,126915,126721.4,9.091,9.481,9.286,155414.4,155899.2,11.13,11.66,11.40,220963,203943.2,15.83,15.26,15.54,414349.8,385400.4,29.68,28.83,29.26,390447,381871.8,27.97,28.57,28.27,87993.6,82765.4,6.303,6.192,6.248
BXD84,m,4843,24.50,35,2893,65,5235,64.41,8128,63,26,0,6,2,54.48,27.24,129,164,224,121,90,7,6,7,6,7,1.700,0.7000,1.700,1.367,2,6,3,4,2,9,20.36,10.08,9,13.15,527,450,1,1,1,0.4000,1.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD85,f,1229,23.70,40,4564,60,6092,57.17,10656,85,51,2,5,4,17.84,4.460,230,184,234,201,141,6,5,5,6,6,-0.3000,0.7000,0.7000,0.3667,8,6,9,7,14,30,13.76,13.40,6.409,11.19,,,,,,0.4300,1.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD85,f,1230,24.50,32,4217,68,6098,59.12,10315,76,30,0,2,3,8.720,2.907,348,174,233,170,100,6,6,6,6,7,0.7000,0.7000,1.700,1.033,17,7,10,5,8,23,12.94,13.08,6.250,10.76,,,,,,0.4200,1.714,1498541.6,1604158.6,22743.2,23771.8,1.518,1.482,1.500,159258,171154.2,10.63,10.67,10.65,163686.6,163620,10.92,10.20,10.56,222155,221855,14.82,13.83,14.33,466941.8,503719.6,31.16,31.40,31.28,388585.4,423421.6,25.93,26.40,26.16,97914.8,120388.2,6.534,7.505,7.019
BXD85,f,2601,29.10,44,2757,56,4614,62.60,7371,36,16,0,5,3,22.08,7.360,1486,1249,487,671,326,4,6,6,6,7,0.7000,0.7000,1.700,1.033,16,20,2,7,1,10,48.70,44.73,36.22,43.22,,,,,,0.4400,1.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD85,f,2602,26.70,33,5343,67,7284,57.69,12627,90,44,0,4,2,11.44,5.720,532,912,664,301,253,3,6,6,5,6,0.7000,-0.3000,0.7000,0.3667,5,9,10,3,10,23,36.89,27.36,14.06,26.10,,,,,,0.4300,1.610,1713497.2,1509659.4,27140.4,33281.6,1.584,2.205,1.894,163938.2,127396.4,9.567,8.439,9.003,176501.2,174985,10.30,11.59,10.95,239908.2,193494.2,14.00,12.82,13.41,578761.4,524230.6,33.78,34.73,34.25,446336,393838.6,26.05,26.09,26.07,108052.2,95714.6,6.306,6.340,6.323
BXD85,m,1231,34,27,3034,73,7012,69.80,10046,101,20,0,6,7,25.60,3.657,603,629,163,278,378,6,5,7,5,6,1.700,-0.3000,0.7000,0.7000,16,19,3,12,15,30,14.82,13.90,16.43,15.05,371,546,1,1,1,0.4200,1.235,1284960.8,1547310.6,22922.4,29947.8,1.784,1.935,1.860,140769,174522,10.96,11.28,11.12,136544.4,149648.8,10.63,9.672,10.15,171500,193033.6,13.35,12.48,12.91,396718.6,496479.6,30.87,32.09,31.48,351518.6,433515.2,27.36,28.02,27.69,87910.2,100111.4,6.841,6.470,6.656
BXD85,m,1232,42.50,43,6374,57,4986,43.89,11360,59,44,0,10,3,20.88,6.960,610,293,309,254,216,6,5,6,6,7,0.7000,0.7000,1.700,1.033,17,4,5,4,8,17,23.77,21.17,13.50,19.48,600,600,0,0,0,0.4200,0.9882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD85,m,2603,31.50,41,6983,59,7288,51.07,14271,33,135,0,4,4,21.04,5.260,475,618,420,274,133,5,3,5,6,5,-0.3000,0.7000,-0.3000,0.03333,8,14,13,11,4,28,20,14.42,11.08,15.17,600,600,0,0,0,0.4300,1.365,1153924.4,1193205,17150.8,22542.2,1.486,1.889,1.688,95858.8,89476.4,8.307,7.499,7.903,108841.8,127485.6,9.432,10.68,10.06,168294.8,176059.6,14.58,14.76,14.67,380668.6,392428.8,32.99,32.89,32.94,322492.2,338460.4,27.95,28.37,28.16,77768.2,69294.2,6.739,5.807,6.273
BXD85,m,2604,39.10,58,4077,42,2950,41.98,7027,36,11,0,4,3,24.16,8.053,636,1063,664,383,240,4,6,6,5,5,0.7000,-0.3000,-0.3000,0.03333,10,19,7,6,2,15,44.27,27.36,24,31.87,600,600,0,0,0,0.4500,1.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD86,f,1953,20.30,42,3731,58,4822,56.38,8553,77,48,0,4,10,63.68,6.368,759,447,299,472,168,6,3,8,6,7,2.700,0.7000,1.700,1.700,8,7,0,1,3,4,37.38,52.44,15.27,35.03,,,,,,0.4700,2.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD86,f,6199,20.60,37,4352,63,6559,60.11,10911,85,99,0,9,2,14.32,7.160,554,524,905,750,547,6,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,3,4,5,2,6,13,69.62,75,39.07,61.23,,,,,,0.4100,1.990,1634502.4,1780327,17318.4,19110.8,1.060,1.073,1.066,100414.2,108238.4,6.143,6.080,6.112,219153.6,192568.6,13.41,10.82,12.11,259176.6,245898.6,15.86,13.81,14.83,518814.4,517133.8,31.74,29.05,30.39,467050.4,394173.4,28.57,22.14,25.36,69893.2,322314.2,4.276,18.10,11.19
BXD86,f,6200,20.90,41,5159,59,5945,53.54,11104,38,56,0,9,3,13.52,4.507,1076,582,796,639,226,4,6,6,5,7,0.7000,-0.3000,1.700,0.7000,10,8,7,4,1,12,53.07,53.25,25.11,43.81,,,,,,0.4200,2.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD86,f,6269,17,37,4831,63,6798,58.46,11629,90,39,2,1,3,27.84,9.280,540,705,567,303,274,5,5,7,7,7,1.700,1.700,1.700,1.700,11,9,7,2,4,13,37.80,30.30,22.83,30.31,,,,,,0.3800,2.235,1391632,1384665.6,10711.8,18743,0.7697,1.354,1.062,101344.4,101010.8,7.282,7.295,7.289,157487.4,150514,11.32,10.87,11.09,231493,238885.6,16.63,17.25,16.94,446555,462414.4,32.09,33.40,32.74,394376,369577.4,28.34,26.69,27.51,60376.2,62263.4,4.339,4.497,4.418
BXD86,f,6270,18.20,43,4225,57,4632,52.30,8857,36,47,0,7,3,19.60,6.533,1603,605,349,324,490,5,5,5,5,6,-0.3000,-0.3000,0.7000,0.03333,11,7,3,4,4,11,31.73,27,40.83,33.19,,,,,,0.3900,2.143,1308385,1256645.8,15188,11810.6,1.161,0.9399,1.050,105925.6,94671.8,8.096,7.534,7.815,154338.6,143951.2,11.80,11.46,11.63,206546,183685.4,15.79,14.62,15.20,436974.2,403307.4,33.40,32.09,32.75,334017.8,356055.6,25.53,28.33,26.93,70582.8,74974.4,5.395,5.966,5.680
BXD86,f,6271,18.70,30,2803,70,5379,65.74,8182,30,18,0,7,3,28.24,9.413,1196,431,439,583,312,4,6,6,6,6,0.7000,0.7000,0.7000,0.7000,15,3,2,8,3,13,43.90,36.44,28.36,36.23,,,,,,0.4000,2.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD86,f,6272,18.30,28,3807,72,8168,68.21,11975,63,49,0,1,5,31.20,6.240,526,533,516,248,425,4,7,5,7,6,-0.3000,1.700,0.7000,0.7000,5,3,9,2,7,18,30.35,24.80,28.33,27.83,,,,,,0.3900,2.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD86,f,6273,19,45,6849,55,8245,54.62,15094,45,57,0,2,0,0,0,488,477,690,247,309,4,5,5,6,5,-0.3000,0.7000,-0.3000,0.03333,4,3,9,2,5,16,40.59,24.70,23.77,29.69,,,,,,0.4000,2.105,1699337.8,1555477,27789.4,33151,1.635,2.131,1.883,144619,122834.8,8.510,7.897,8.204,242126.6,225741,14.25,14.51,14.38,258980,254916.4,15.24,16.39,15.81,567231.2,486271.4,33.38,31.26,32.32,424970.8,405346.6,25.01,26.06,25.53,61410.2,60366.8,3.614,3.881,3.747
BXD86,f,6331,20.40,28,5067,72,8668,63.11,13735,112,77,5,0,2,10.80,5.400,873,757,320,225,180,4,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,30,21,13,6,8,27,15.24,16.07,11.25,14.19,,,,,,0.4100,2.010,1533220,1257047.8,25445,25146.6,1.660,2.000,1.830,116763.6,115917.4,7.616,9.221,8.418,215849.8,180732.6,14.08,14.38,14.23,244337.8,203323,15.94,16.17,16.06,516210.6,399537,33.67,31.78,32.73,381295.6,304769.8,24.87,24.24,24.56,58762.6,52768,3.833,4.198,4.015
BXD86,f,6332,19,50,6312,50,4398,41.06,10710,32,108,0,0,9,33.44,3.716,319,250,152,191,152,6,4,5,4,7,-0.3000,-1.300,1.700,0.03333,6,6,7,9,8,24,10.13,11.24,9.500,10.29,,,,,,0.3800,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
