strain,sex,id,bw,center_time,center_dist,periphery_time,periphery_dist,periphery_dist_pct,activity,lean,rear,jump,defec,groom_freq,groom_dur,groom_bout,task_time_d1,task_time_d2,task_time_d3,task_time_d4,task_time_d5,num_arms_d1,num_arms_d2,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_adj_d3,num_arms_adj_d4,num_arms_adj_d5,num_arms_adj_d3_d5,errors_d1,errors_d2,errors_d3,errors_d4,errors_d5,errors_d3_d5,visit_time_d3,visit_time_d4,visit_time_d5,visit_time_d3_d5,latency_d1,latency_d2,attack_d1,attack_d2,attack_combine,brain_wt,brain_wt_pct,hippocampus_L,hippocampus_R,iipmf_L,iipmf_R,iipmf_pct_L,iipmf_pct_R,iipmf_pct_mean,hilus_L,hilus_R,hilus_pct_L,hilus_pct_R,hilus_pct_mean,supra_L,supra_R,supra_pct_L,supra_pct_R,supra_pct_mean,pyr_L,pyr_R,pyr_pct_L,pyr_pct_R,pyr_pct_mean,oriens_L,oriens_R,oriens_pct_L,oriens_pct_R,oriens_pct_mean,rad_L,rad_R,rad_pct_L,rad_pct_R,rad_pct_mean,lacun_L,lacun_R,lacun_pct_L,lacun_pct_R,lacun_pct_mean
BXD102,m,4134,34.10,29,3836,71,7310,65.58,11146,55,42,0,5,5,34.96,6.992,585,544,186,246,216,4,5,6,4,6,0.7000,-1.300,0.7000,0.03333,23,24,5,9,8,22,14.31,14.47,13.50,14.09,600,600,0,0,0,0.4400,1.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD102,m,4135,32,33,7237,67,8893,55.13,16130,119,70,72,0,2,8,4,208,360,309,332,276,6,5,5,6,4,-0.3000,0.7000,-1.300,-0.3000,10,15,11,16,11,38,16.26,13.83,14.53,14.87,600,600,0,0,0,0.4200,1.312,1551716.8,1494533,35906.8,30984.2,2.314,2.073,2.194,178949.6,165456.4,11.53,11.07,11.30,135788,128580.6,8.751,8.603,8.677,271582.6,214341.4,17.50,14.34,15.92,470170,503368,30.30,33.68,31.99,378890.4,371584.4,24.42,24.86,24.64,116336.2,111202.2,7.497,7.441,7.469
BXD102,m,5006,31.60,28,5581,72,8804,61.20,14385,76,26,6,2,3,9.520,3.173,507,253,189,144,158,4,5,5,6,5,-0.3000,0.7000,-0.3000,0.03333,29,16,9,4,4,17,11.12,12,13.17,12.09,600,600,0,0,0,0.4100,1.297,1456696.6,1334162.2,37710.4,40107.8,2.589,3.006,2.797,158220.4,144706,10.86,10.85,10.85,152576.8,144120.6,10.47,10.80,10.64,226143.6,201284,15.52,15.09,15.31,469756.2,420587.2,32.25,31.52,31.89,372034,352414.8,25.54,26.41,25.98,77965.6,71049.6,5.352,5.325,5.339
BXD102,m,5007,31.90,28,6513,72,9662,59.73,16175,99,33,0,2,5,20.40,4.080,335,230,169,124,146,5,5,7,5,5,1.700,-0.3000,-0.3000,0.3667,14,15,5,4,5,14,13,10.33,11.23,11.52,600,600,0,0,0,0.3000,0.9404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD102,m,5186,30.60,27,4521,73,8092,64.16,12613,94,23,5,6,7,25.92,3.703,186,372,182,279,169,5,6,3,5,6,-2.300,-0.3000,0.7000,-0.6333,8,17,7,14,8,29,12.13,12.68,10.56,11.79,600,600,0,0,0,0.4100,1.340,1214270.6,1522128.2,33434,43134,2.753,2.834,2.794,133134.6,173725,10.96,11.41,11.19,118044.6,129815.2,9.721,8.529,9.125,229065.8,259599.2,18.86,17.06,17.96,365677.6,497144,30.12,32.66,31.39,303899.8,366706,25.03,24.09,24.56,64448.2,95138.8,5.308,6.250,5.779
BXD102,m,5187,32.10,23,4524,77,8332,64.81,12856,78,43,1,7,3,8.880,2.960,238,390,254,333,113,6,6,7,5,6,1.700,-0.3000,0.7000,0.7000,10,14,9,17,3,29,14.94,13.32,10.27,12.84,600,600,0,0,0,0.4100,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD102,m,5257,27.20,37,6903,63,7075,50.62,13978,83,76,5,0,4,7.840,1.960,487,1044,286,881,464,7,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,5,26,3,1,5,9,26,97.89,35.69,53.19,495,402,1,1,1,0.4100,1.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD102,m,5258,30.10,36,6050,64,6705,52.57,12755,77,55,3,2,3,14.80,4.933,316,364,375,699,421,4,6,5,3,6,-0.3000,-2.300,0.7000,-0.6333,7,3,5,12,12,29,28.85,34.95,21.05,28.28,600,600,0,0,0,0.4200,1.395,1359947.6,1264584.6,51379.8,41856.6,3.778,3.310,3.544,144164.8,154990.6,10.60,12.26,11.43,152864,137151.6,11.24,10.85,11.04,220757.2,212386.4,16.23,16.79,16.51,425138.4,373133.2,31.26,29.51,30.38,342204.6,314819,25.16,24.90,25.03,74818.6,72103.8,5.502,5.702,5.602
BXD11,f,113,20.20,37,3137,63,3909,55.48,7046,56,41,0,6,18,185,10.28,402,221,109,140,105,5,5,6,5,5,0.7000,-0.3000,-0.3000,0.03333,14,9,3,7,6,16,9.909,9.333,7.500,8.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD11,f,114,21.30,16,2112,84,4115,66.08,6227,49,23,0,5,15,176,11.73,900,1800,483,614,798,7,5,5,6,6,-0.3000,0.7000,0.7000,0.3667,2,3,5,5,12,22,37.15,47.23,39.90,41.43,,,,,,,,1610035.6,1821687,45244.4,61867,2.810,3.396,3.103,171902.4,152404.8,10.68,8.366,9.522,176261,197739.2,10.95,10.85,10.90,252174.6,330584.2,15.66,18.15,16.90,498179.8,679631,30.94,37.31,34.12,423717.4,402103.6,26.32,22.07,24.20,87800.4,59224.2,5.453,3.251,4.352
BXD11,f,1616,17.50,11,1639,89,5312,76.42,6951,51,1,0,6,14,201.2,14.37,1447,1154,477,200,255,4,5,6,7,6,0.7000,1.700,0.7000,1.033,4,8,4,2,8,14,39.75,20,15.94,25.23,,,,,,0.4200,2.400,1431855.8,1639225,29477.2,40512,2.059,2.471,2.265,130872.4,150242.4,9.140,9.165,9.153,149633.8,203742.8,10.45,12.43,11.44,235885.4,247992.8,16.47,15.13,15.80,448348.4,528357.8,31.31,32.23,31.77,391283.6,423658.8,27.33,25.85,26.59,75832.2,85230.4,5.296,5.199,5.248
BXD11,f,1617,19,12,1268,88,4800,79.10,6068,33,2,0,7,6,219.0,36.49,946,548,376,192,76,6,4,6,6,6,0.7000,0.7000,0.7000,0.7000,24,11,11,7,5,23,19.79,12.80,5.846,12.81,,,,,,0.4100,2.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD11,f,2933,18,38,3768,62,5032,57.18,8800,54,32,0,8,7,192.1,27.44,1208,498,275,223,182,5,7,5,6,7,-0.3000,0.7000,1.700,0.7000,9,4,13,4,2,19,13.10,18.58,18.20,16.63,,,,,,0.4200,2.333,1360904,1141114,47830,32173.2,3.515,2.819,3.167,123311.6,114505.6,9.061,10.03,9.548,168262.4,129925.8,12.36,11.39,11.87,257821.6,179071.8,18.94,15.69,17.32,438055.4,364447.4,32.19,31.94,32.06,323727.6,302005.6,23.79,26.47,25.13,49725.4,51157.8,3.654,4.483,4.068
BXD11,f,2934,18.70,22,3238,78,5865,64.43,9103,62,39,0,8,8,133.4,16.68,1105,716,512,300,231,5,5,6,5,5,0.7000,-0.3000,-0.3000,0.03333,5,6,7,3,6,16,34.13,27.27,16.50,25.97,,,,,,0.4000,2.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD11,f,4194,20.10,33,4843,67,6584,57.62,11427,107,69,0,5,14,106.2,7.583,500,649,567,746,768,4,5,6,6,7,0.7000,0.7000,1.700,1.033,9,3,3,2,8,13,51.55,74.60,48,58.05,,,,,,0.4400,2.189,1982385.2,1237639.2,43764.6,28856.4,2.208,2.332,2.270,203746.8,122252.4,10.28,9.878,10.08,249086.4,126316.4,12.56,10.21,11.39,321340.6,179153.8,16.21,14.48,15.34,602175.8,408599,30.38,33.01,31.70,493330.6,335490.4,24.89,27.11,26.00,112705,65827.2,5.685,5.319,5.502
BXD11,f,4195,20.20,26,3160,74,7155,69.37,10315,44,33,0,3,9,140.3,15.59,950,1013,732,452,514,5,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,15,7,2,3,7,12,73.20,41.09,34.27,49.52,,,,,,0.3800,1.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD11,f,4408,19.40,34,3630,66,4658,56.20,8288,71,63,0,11,11,128.4,11.67,593,346,349,343,191,5,6,6,6,7,0.7000,0.7000,1.700,1.033,4,5,2,9,4,15,34.90,20.18,15.92,23.66,,,,,,0.4300,2.216,1628989,1609405.2,34145.4,41396.2,2.096,2.572,2.334,146593.8,147479.2,8.999,9.164,9.081,173227.8,177053.6,10.63,11.00,10.82,235462.4,223829.4,14.45,13.91,14.18,578731.8,579985.2,35.53,36.04,35.78,430746.4,419874.2,26.44,26.09,26.27,64226.8,61183.6,3.943,3.802,3.872
BXD11,f,4409,21.50,14,1700,86,4832,73.97,6532,31,17,0,3,11,269.4,24.49,1600,915,387,329,334,4,3,7,7,6,1.700,1.700,0.7000,1.367,19,12,5,3,1,9,29.77,29.91,37.11,32.26,,,,,,0.4100,1.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD11,m,152,24.80,26,4583,74,5098,52.66,9681,80,71,3,4,12,142,11.83,520,1800,752,722,680,6,6,7,5,4,1.700,-0.3000,-1.300,0.03333,2,28,2,8,16,26,75.20,45.12,28.33,49.55,508,,1,,1,0.4300,1.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD11,m,153,25.70,5,643,95,4859,88.31,5502,43,5,0,4,12,93,7.750,900,1800,571,945,547,4,6,7,6,6,1.700,0.7000,0.7000,1.033,2,3,3,7,2,12,51.91,63,54.70,56.54,600,,0,,,0.4600,1.790,1524975.2,1643252.6,14725.4,16257,0.9656,0.9893,0.9775,121306,143863,7.955,8.755,8.355,119532.6,128204.6,7.838,7.802,7.820,223849.6,212386.4,14.68,12.92,13.80,578513.6,609333.6,37.94,37.08,37.51,404935,438971.6,26.55,26.71,26.63,76838.4,110493.4,5.039,6.724,5.881
BXD11,m,2842,25,21,1131,79,3284,74.38,4415,27,5,0,5,7,322.6,46.08,1800,423,1800,1800,237,6,7,6,6,6,0.7000,0.7000,0.7000,0.7000,0,0,4,2,11,17,150,180,12.47,114.2,,,,,,0.4000,1.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD11,m,2843,25.80,15,1312,85,4651,78.00,5963,46,19,0,4,6,125.3,20.88,1271,713,1800,121,107,5,7,6,6,6,0.7000,0.7000,0.7000,0.7000,1,8,5,6,7,18,138.5,8.643,7.133,51.41,,,,,,0.4100,1.589,1510875.2,1591176.4,41074,44791.6,2.719,2.815,2.767,137571.6,157165,9.105,9.877,9.491,177786.4,203305.8,11.77,12.78,12.27,246153.8,237203.6,16.29,14.91,15.60,456670.2,503427,30.23,31.64,30.93,407320.4,413337.8,26.96,25.98,26.47,85372.8,76737.2,5.651,4.823,5.237
BXD11,m,2935,26.80,22,4094,78,5592,57.73,9686,77,41,0,9,5,134.6,26.91,1118,346,358,365,179,6,7,6,4,7,0.7000,-1.300,1.700,0.3667,8,3,2,9,2,13,35.80,21.47,17.90,25.06,600,600,0,0,0,0.4200,1.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD11,m,2936,27,35,4212,65,4521,51.77,8733,66,41,0,6,5,115.2,23.04,1564,1332,513,629,192,4,6,5,7,8,-0.3000,1.700,2.700,1.367,17,16,3,2,0,5,46.64,62.90,24,44.51,600,106,0,1,1,0.4300,1.593,1605019.6,1430695.2,51159.8,38211,3.187,2.671,2.929,168278.6,114833.8,10.48,8.026,9.255,180420.4,173406.6,11.24,12.12,11.68,267529,214360.2,16.67,14.98,15.83,550853,518018.2,34.32,36.21,35.26,381477.2,363176.2,23.77,25.38,24.58,56461.4,46900.2,3.518,3.278,3.398
BXD11,m,4197,25.40,22,3426,78,6122,64.12,9548,38,30,0,5,6,66,11,1590,1234,700,248,468,5,5,6,6,7,0.7000,0.7000,1.700,1.033,11,10,7,8,2,17,46.67,15.50,46.80,36.32,560,289,1,1,1,0.3900,1.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD11,m,4198,27,19,2116,81,4833,69.55,6949,60,25,0,4,9,165.3,18.36,1800,1574,812,1156,475,4,6,8,4,7,2.700,-1.300,1.700,1.033,6,5,0,15,1,16,101.5,50.26,52.78,68.18,368,206,1,1,1,0.4200,1.556,1283020.8,1342054.6,42758.6,49805.4,3.333,3.711,3.522,136088.4,136199.4,10.61,10.15,10.38,155075.4,164687.2,12.09,12.27,12.18,229007.8,224451.4,17.85,16.72,17.29,358108.2,395547.2,27.91,29.47,28.69,338074.2,359037.2,26.35,26.75,26.55,66666.8,62132.2,5.196,4.630,4.913
BXD11,m,4546,25.70,34,4005,66,4591,53.41,8596,70,35,0,3,7,162.6,23.22,1800,390,162,99,98,5,6,6,8,6,0.7000,2.700,0.7000,1.367,14,6,2,0,5,7,16.20,12.38,7.538,12.04,303,334,1,1,1,0.4100,1.595,1324394.4,1255390.8,24023.4,19752.8,1.814,1.573,1.694,109123.4,95805.8,8.239,7.632,7.936,119715.4,118992.6,9.039,9.479,9.259,223043.4,196270,16.84,15.63,16.24,437353.2,411121.6,33.02,32.75,32.89,367803,371495.6,27.77,29.59,28.68,67356,61705.2,5.086,4.915,5.001
BXD11,m,4547,24.10,26,2340,74,3027,56.40,5367,33,38,0,5,3,425.8,141.9,613,206,203,203,134,6,5,6,6,6,0.7000,0.7000,0.7000,0.7000,8,6,4,9,8,21,16.92,11.94,8.375,12.41,574,394,1,1,1,0.4100,1.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD13,f,595,22,42,3873,58,4461,53.53,8334,49,52,0,3,15,38.32,2.555,784,279,223,190,135,4,6,5,7,6,-0.3000,1.700,0.7000,0.7000,20,9,7,6,2,15,14.87,13.57,13.50,13.98,,,,,,0.4000,1.818,1492035.4,1275247.2,24005.8,28210,1.609,2.212,1.911,187676.6,159103.2,12.58,12.48,12.53,196274.4,157519.6,13.15,12.35,12.75,224547.4,199120.6,15.05,15.61,15.33,425516.4,360057.8,28.52,28.23,28.38,361258.4,317916.6,24.21,24.93,24.57,96762.2,81529.4,6.485,6.393,6.439
BXD13,f,596,27.20,22,2208,78,6362,74.24,8570,53,45,0,3,8,16.72,2.090,958,344,906,420,197,5,5,6,5,4,0.7000,-0.3000,-1.300,-0.3000,37,11,31,13,9,53,23.23,20,11.59,18.27,,,,,,0.4300,1.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD13,f,1791,21.50,35,2263,65,5055,69.08,7318,54,8,0,1,7,45.36,6.480,682,360,543,289,147,5,6,6,6,7,0.7000,0.7000,1.700,1.033,15,6,12,4,1,17,27.15,24.08,16.33,22.52,,,,,,0.3900,1.814,1397472.6,1262435.6,32703,30613.8,2.340,2.425,2.383,148202.4,152944.2,10.61,12.12,11.36,154888.2,160425.2,11.08,12.71,11.90,208278.2,186721.4,14.90,14.79,14.85,455361,347360.2,32.58,27.52,30.05,337721.8,320418.4,24.17,25.38,24.77,93021,94566.2,6.656,7.491,7.074
BXD13,f,1792,22.90,56,4576,44,4666,50.49,9242,93,49,4,0,8,41.12,5.140,483,236,206,192,88,6,5,5,6,6,-0.3000,0.7000,0.7000,0.3667,11,7,4,9,4,17,17.17,11.29,7.333,11.93,,,,,,0.4500,1.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD13,f,3350,20.40,31,2635,69,4850,64.80,7485,91,31,0,4,4,91.68,22.92,521,551,254,125,82,6,6,5,4,5,-0.3000,-1.300,-0.3000,-0.6333,13,2,4,7,4,15,21.17,8.333,6.833,12.11,,,,,,0.4100,2.010,1335524.2,1454675.2,33417.4,51008.8,2.502,3.507,3.004,166786.8,200959.2,12.49,13.81,13.15,168409,189632,12.61,13.04,12.82,246397.6,235558.2,18.45,16.19,17.32,341633.8,393005.2,25.58,27.02,26.30,338492.8,362067.4,25.35,24.89,25.12,73804.2,73453.2,5.526,5.049,5.288
BXD13,f,3351,22.90,7,602,93,7424,92.50,8026,96,4,0,0,8,26.72,3.340,852,1032,650,410,288,6,7,6,6,6,0.7000,0.7000,0.7000,0.7000,5,6,3,2,3,8,59.09,41,26.18,42.09,,,,,,0.4100,1.790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD13,f,4029,18.90,21,3049,79,8104,72.66,11153,103,93,0,2,4,12.24,3.060,487,380,181,139,118,6,6,5,5,6,-0.3000,-0.3000,0.7000,0.03333,9,4,10,7,11,28,10.06,9.267,6.211,8.511,,,,,,0.4000,2.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD13,f,4030,18.80,26,2972,74,6552,68.79,9524,96,20,0,2,7,66.72,9.531,329,242,309,141,249,6,7,5,7,5,-0.3000,1.700,-0.3000,0.3667,6,1,11,1,15,27,16.26,15.67,10.83,14.25,,,,,,0.4200,2.234,1422573.6,1313523.2,33224.6,42278.6,2.336,3.219,2.777,147314.6,167293.2,10.36,12.74,11.55,185086.8,177863,13.01,13.54,13.28,230995.8,213743.4,16.24,16.27,16.26,430299.2,355654.4,30.25,27.08,28.66,347431.2,322217.2,24.42,24.53,24.48,81446,76752,5.725,5.843,5.784
BXD13,f,4031,18.10,25,3704,75,7780,67.75,11484,70,66,0,2,5,33.12,6.624,492,630,377,129,123,3,4,4,8,7,-1.300,2.700,1.700,1.033,12,9,7,0,6,13,25.13,16.12,8.786,16.68,,,,,,0.3900,2.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD13,f,4032,18.70,21,2380,79,6308,72.61,8688,66,21,0,2,11,57.20,5.200,1800,949,631,994,300,5,6,6,5,7,0.7000,-0.3000,1.700,0.7000,10,10,4,5,4,13,52.58,76.46,25,51.35,,,,,,0.3800,2.032,1344630.4,1378688.6,32955.2,30431.8,2.451,2.207,2.329,142873.6,124077.8,10.63,9.000,9.813,181989,153200.8,13.53,11.11,12.32,225117.8,195519.2,16.74,14.18,15.46,374856.6,524740.4,27.88,38.06,32.97,327667,307168.6,24.37,22.28,23.32,92126.4,73981.8,6.851,5.366,6.109
BXD13,m,597,35.80,27,3038,73,6742,68.94,9780,82,10,0,3,10,69.28,6.928,986,341,408,628,247,5,5,5,4,6,-0.3000,-1.300,0.7000,-0.3000,35,17,18,28,10,56,15.69,17.44,13.72,15.62,290,442,1,1,1,0.3800,1.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD13,m,598,34.60,28,3112,72,4623,59.77,7735,64,9,0,2,4,15.68,3.920,806,769,365,308,189,4,5,6,5,5,0.7000,-0.3000,-0.3000,0.03333,17,25,6,10,6,22,26.07,17.11,13.50,18.89,600,600,0,0,0,0.4200,1.214,1199515.4,1392693,20941.2,18332.6,1.746,1.316,1.531,136942.4,152736,11.42,10.97,11.19,149700.2,176966.8,12.48,12.71,12.59,187784.8,201837.4,15.66,14.49,15.07,345438.6,409767.4,28.80,29.42,29.11,298779.6,360571.8,24.91,25.89,25.40,80869.8,90813.6,6.742,6.521,6.631
BXD13,m,1793,29.30,34,5966,66,5739,49.03,11705,105,99,15,0,12,170.4,14.20,554,167,175,149,162,5,4,7,4,5,1.700,-1.300,-0.3000,0.03333,14,12,15,18,17,50,7.609,5.731,6.480,6.606,600,600,0,0,0,0.4400,1.502,1570696.2,1655215.4,47113.6,46552.2,3.000,2.812,2.906,210913.6,223221.6,13.43,13.49,13.46,189274.2,188704,12.05,11.40,11.73,266744.2,307614.8,16.98,18.58,17.78,432706.6,459557.8,27.55,27.76,27.66,373721.2,383937,23.79,23.20,23.49,97336.4,92180.2,6.197,5.569,5.883
BXD13,m,1794,30.10,23,2956,77,6655,69.24,9611,118,26,4,1,7,80.48,11.50,632,248,138,294,126,7,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,5,12,5,21,5,31,10.62,10.14,9.692,10.15,600,600,0,0,0,0.4300,1.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD13,m,3704,27.60,20,2369,80,6178,72.28,8547,98,36,8,3,0,0,0,503,247,418,272,136,5,6,6,6,7,0.7000,0.7000,1.700,1.033,7,2,5,2,8,15,32.15,27.20,8.500,22.62,600,600,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD13,m,3705,26.80,29,2357,71,5800,71.10,8157,96,20,10,5,0,0,0,1035,302,410,287,136,6,6,5,6,7,-0.3000,0.7000,1.700,0.7000,12,4,7,4,4,15,27.33,23.92,11.33,20.86,592,242,1,1,1,,,1330250.8,1330794.2,34691.4,33102.4,2.608,2.487,2.548,160056.6,169581.8,12.03,12.74,12.39,190956.6,178942.8,14.35,13.45,13.90,245581.4,229746.2,18.46,17.26,17.86,321728.8,333796.4,24.19,25.08,24.63,328438.8,331067.8,24.69,24.88,24.78,83488.6,87659.2,6.276,6.587,6.432
BXD13,m,4351,31.30,23,2560,77,6890,72.91,9450,87,35,4,1,5,36.96,7.392,1800,886,867,825,754,5,5,6,7,6,0.7000,1.700,0.7000,1.033,0,3,3,8,6,17,78.82,51.56,53.86,61.41,600,600,0,0,0,0.4000,1.278,1113747,1070316,17597.8,17161.6,1.580,1.603,1.592,139427,124533.8,12.52,11.64,12.08,143242,138763.8,12.86,12.96,12.91,173724.2,141653.6,15.60,13.23,14.42,290325.2,310391.8,26.07,29.00,27.53,288997.6,279663.4,25.95,26.13,26.04,78031,75309.6,7.006,7.036,7.021
BXD13,m,4352,27.50,35,3175,65,5756,64.45,8931,94,54,0,4,7,46.48,6.640,1800,414,194,186,284,5,5,6,7,6,0.7000,1.700,0.7000,1.033,18,6,2,1,10,13,19.40,20.67,15.78,18.61,600,321,0,1,1,0.3900,1.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD13,m,4355,25.40,19,2160,81,6549,75.20,8709,94,48,4,0,6,61.28,10.21,1244,1198,724,706,190,5,6,7,6,6,1.700,0.7000,0.7000,1.033,6,10,2,3,8,13,72.40,64.18,11.88,49.49,223,21,1,1,1,0.3900,1.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD13,m,4356,27.80,33,2973,67,5093,63.14,8066,69,49,12,2,11,88.16,8.015,1278,647,554,253,192,6,4,6,6,6,0.7000,0.7000,0.7000,0.7000,5,13,7,3,4,14,36.93,23,16,25.31,270,33,1,1,1,0.4100,1.475,1254030.6,1199826.4,23493.2,20199.8,1.873,1.684,1.778,138066.8,139074.2,11.01,11.59,11.30,143281,148551.8,11.43,12.38,11.90,199599.6,183069,15.92,15.26,15.59,373784.4,337349.8,29.81,28.12,28.96,309351.6,310205.8,24.67,25.85,25.26,89947.2,81575.8,7.173,6.799,6.986
BXD14,f,561,23.30,49,5614,51,4425,44.08,10039,40,53,0,3,9,66.16,7.351,278,217,331,112,107,6,7,4,7,6,-1.300,1.700,0.7000,0.3667,9,14,25,4,4,33,10.03,9.333,8.917,9.427,,,,,,0.4200,1.803,1961094.8,1705931.2,34137.2,25008,1.741,1.466,1.603,180566.2,183545.4,9.207,10.76,9.983,225794.8,223896.2,11.51,13.12,12.32,286441.6,221993,14.61,13.01,13.81,610817,520382.4,31.15,30.50,30.83,557003.4,459571.4,28.40,26.94,27.67,100471.8,96542.8,5.123,5.659,5.391
BXD14,f,562,20.60,63,6162,37,2593,29.62,8755,36,46,0,3,16,82.96,5.185,457,203,92,207,96,8,4,8,5,7,2.700,-0.3000,1.700,1.367,16,8,0,11,1,12,11.50,10.89,10.67,11.02,,,,,,0.4000,1.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD14,f,2475,23.50,49,7077,51,4793,40.38,11870,75,69,0,0,6,50.48,8.413,344,268,132,171,98,6,4,5,6,6,-0.3000,0.7000,0.7000,0.3667,10,14,5,7,2,14,10.15,11.40,9.800,10.45,,,,,,0.4200,1.787,1831818.8,1668027.4,33046.4,37425.4,1.804,2.244,2.024,169188.6,158053.8,9.236,9.475,9.356,214376.4,193231.6,11.70,11.58,11.64,275549.4,276847.2,15.04,16.60,15.82,613533.4,511586.6,33.49,30.67,32.08,448236.4,433814,24.47,26.01,25.24,110934.6,94494.2,6.056,5.665,5.861
BXD14,f,2476,24.60,46,4889,54,4374,47.22,9263,45,36,0,4,7,119.4,17.05,357,271,583,377,149,5,4,5,5,6,-0.3000,-0.3000,0.7000,0.03333,10,7,24,16,4,44,18.22,15.71,12.42,15.45,,,,,,0.4100,1.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD14,f,3190,25.20,24,3332,76,5262,61.23,8594,52,18,0,1,7,152.1,21.73,393,786,1141,270,334,5,6,5,7,6,-0.3000,1.700,0.7000,0.7000,5,11,25,1,10,36,34.58,30,18.56,27.71,,,,,,0.3900,1.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD14,f,3191,24,43,6495,57,6185,48.78,12680,73,98,5,1,3,39.12,13.04,750,385,219,186,107,6,6,6,5,6,0.7000,-0.3000,0.7000,0.3667,31,24,11,12,3,26,11.53,9.300,9.727,10.18,,,,,,0.4100,1.708,1262483,1580848.8,27995.4,25364.2,2.217,1.604,1.911,161858.8,145207.2,12.82,9.185,11.00,164848,191622.8,13.06,12.12,12.59,182732,188905,14.47,11.95,13.21,324352.8,488545.2,25.69,30.90,28.30,339412.4,459463.2,26.88,29.06,27.97,89279,107105.4,7.072,6.775,6.923
BXD14,f,4456,20.30,52,6430,48,5069,44.08,11499,36,32,0,0,3,39.20,13.07,348,387,289,102,93,5,5,6,7,7,0.7000,1.700,1.700,1.367,7,28,16,3,1,20,12.04,9.273,10.33,10.55,,,,,,0.3900,1.921,1372509,1403440.6,35131.8,34752.8,2.560,2.476,2.518,130507,140641,9.509,10.02,9.765,173207.4,188796.4,12.62,13.45,13.04,202354.6,214947.6,14.74,15.32,15.03,403386.2,389748,29.39,27.77,28.58,380063.2,386447.2,27.69,27.54,27.61,82990.6,82860.4,6.047,5.904,5.975
BXD14,f,4457,19.60,38,5570,62,6039,52.02,11609,54,48,0,0,4,50.88,12.72,357,213,202,195,184,5,5,6,5,5,0.7000,-0.3000,-0.3000,0.03333,14,9,12,10,12,34,10.10,10.83,9.200,10.04,,,,,,0.3800,1.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD14,f,4955,21.50,43,7810,57,6087,43.80,13897,66,62,1,0,4,47.68,11.92,205,290,196,379,162,5,6,7,6,7,1.700,0.7000,1.700,1.367,4,6,2,5,2,9,19.60,29.15,16.20,21.65,,,,,,0.4000,1.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD14,f,4956,21.70,61,7232,39,4543,38.58,11775,51,85,0,0,4,31.20,7.800,426,200,204,149,136,6,5,7,6,6,1.700,0.7000,0.7000,1.033,16,6,5,2,4,11,15.69,14.90,11.33,13.98,,,,,,0.3900,1.797,1287041.2,1335199.8,34907.8,29731.8,2.712,2.227,2.470,133350.4,147480.4,10.36,11.05,10.70,175543.8,183309.4,13.64,13.73,13.68,197180.6,207677.2,15.32,15.55,15.44,370580.6,371163,28.79,27.80,28.30,339160.2,357802,26.35,26.80,26.57,71225.6,67767.8,5.534,5.075,5.305
